ano_snapshot,mes_snapshot,categoria,sku,estoque,ultima_venda
2025,12,FILTRO DE ÓLEO,FILTRO MANN HU6006X,1.0,2021-01-02
2025,12,FILTRO DE ÓLEO,FILTRO MANN HU610X,3.0,2020-12-03
2025,12,FILTRO DE ÓLEO,FILTRO MANN HU612X,2.0,
2025,12,FILTRO DE ÓLEO,FILTRO MANN HU711X,1.0,2024-03-08
2025,12,FILTRO DE ÓLEO,FILTRO MANN HU816/2X,2.0,2025-06-04
2025,12,FILTRO DE ÓLEO,FILTRO MANN W6200,1.0,
2025,12,FILTRO DE ÓLEO,FILTRO MANN W6620,3.0,
2025,12,FILTRO DE ÓLEO,FILTRO MANN W7 MULTI 20,24.0,2025-08-19
2025,12,FILTRO DE ÓLEO,FILTRO MANN W712/30,1.0,2024-01-01
2025,12,FILTRO DE ÓLEO,FILTRO MANN W712/8,1.0,
2025,12,FILTRO DE ÓLEO,FILTRO MANN W713/16,2.0,2022-12-27
2025,12,FILTRO DE ÓLEO,FILTRO MANN W7520,2.0,2026-04-26
2025,12,FILTRO DE ÓLEO,FILTRO MANN W7800,2.0,
2025,12,FILTRO DE ÓLEO,FILTRO MANN W814/80,2.0,
2025,12,FILTRO DE ÓLEO,FILTRO MANN W920/31,3.0,
2025,12,FILTRO DE ÓLEO,FILTRO TECFIL PSL134,1.0,2025-05-05
2025,12,FILTRO DE ÓLEO,FILTRO TECFIL PSL565,2.0,
2025,12,FILTRO DE ÓLEO,FILTRO TECFIL PSL612,0.0,2026-03-19
2025,12,FILTRO DE ÓLEO,FILTRO TECFIL PSL78-B,2.0,
2025,12,FILTRO DE ÓLEO,FILTRO TECFIL PSL818,2.0,
2025,12,HIGIENE PESSOAL,ALCOOL EM GEL PARA MAOS GIOVANNA BABY 500ML,0.0,
2025,12,HIGIENE PESSOAL,HIDRATANTE LABIAL CARMED FINI BEIJOS GLITTER 10G,0.0,
2025,12,HIGIENE PESSOAL,KIT VIAGEM AZUL DENTIL150GR,5.0,
2025,12,HIGIENE PESSOAL,PRESERVATIVO OLLA 3UN,0.0,2022-11-14
2025,12,IOGURTE,IOGURTE DANONE MORANGO 170GR,0.0,2026-03-05
2025,12,ISOTÔNICO,POWERADE TANGERINA 500ML,0.0,2026-03-20
2025,12,ISQUEIROS,ISQUEIRO BIC MAXI BERCO BLISTER UN,0.0,
2025,12,JTI,CAMEL DOUBLE MELANCIA,0.0,2026-02-12
2025,12,JTI,CAMEL DOUBLE MINT E PURPLE,0.0,2025-08-06
2025,12,JTI,CAMEL YELLOW TROPICAL,20.0,2026-05-09
2025,12,JTI,CIGARRO INDONESIA KRETEK CAMEL OPTION,0.0,2025-07-27
2025,12,JTI,DJARUM BLACK ICE BOX,27.0,2026-05-06
2025,12,LIMPA PNEU,GITANES PNEU PRETINHO 500ML,10.0,2025-05-25
2025,12,LUBRIFICANTE LUBRAX,LUBRAX ATF TA 1LT,11.0,2026-05-02
2025,12,LUBRIFICANTE LUBRAX,LUBRAX AVANTE 10W40 CH4 SL 1LT,52.0,2024-06-23
2025,12,LUBRIFICANTE LUBRAX,LUBRAX ESSENCI 20W50 SL 1LT,0.0,2025-11-20
2025,12,LUBRIFICANTE LUBRAX,LUBRAX ESSENCI ALTA RODAGEM 25W50 500ML,47.0,2026-03-28
2025,12,LUBRIFICANTE LUBRAX,LUBRAX ESSENCIAL SL 20W50 500ML,36.0,2026-05-06
2025,12,LUBRIFICANTE LUBRAX,LUBRAX GL5 140 LT,8.0,2024-11-09
2025,12,LUBRIFICANTE LUBRAX,LUBRAX MOTO 20W50 1L,0.0,2026-05-01
2025,12,LUBRIFICANTE LUBRAX,LUBRAX MOTO 4T 10W30 PROFISSI 1L,2.0,2026-05-03
2025,12,LUBRIFICANTE LUBRAX,LUBRAX SEMISSINTETICO 10W40 1L,2.0,2026-04-25
2025,12,LUBRIFICANTE LUBRAX,LUBRAX TECNO 10W40 API SL SEMI SINTET 1L,1.0,2026-05-09
2025,12,LUBRIFICANTE LUBRAX,LUBRAX TOP AUTO SINTETICO 5W40 1L,9.0,2026-05-08
2025,12,LUBRIFICANTE LUBRAX,LUBRAX TOP TURBO PRO S 10W40 1L,0.0,
2025,12,LUBRIFICANTE LUBRAX,LUBRAX TRM4 90 1LT,5.0,2025-01-05
2025,12,LUBRIFICANTE LUBRAX,LUBRAX TRM5 90 20LT,5.75,2026-04-30
2025,12,LUBRIFICANTE LUBRAX,LUBRAX VALORA 0W20 SINTETICO 1LT,3.0,2025-11-19
2025,12,MENTOS,"BALA MENTOS FRUIT 37,5G",5.0,2026-05-10
2025,12,MENTOS,"BALA MENTOS MINT 37,5GR",2.0,2026-05-08
2025,12,MENTOS,"BALA MENTOS RAINBOW 37,5GR",2.0,2026-04-22
2025,12,MENTOS,"BALA MENTOS STK TUTTI FRUTTI 37,5G",0.0,
2025,12,MENTOS,MENTOS KISS MINT 35GR,22.0,2026-05-06
2025,12,MENTOS,MENTOS KISS MORANGO 35GR,6.0,2026-05-02
2025,12,MENTOS,MENTOS KISS TUTTI FRUTTI E MENTA 35G,8.0,2026-05-06
2025,12,MENTOS,MENTOS KISS XTREME FROZEN 35GR,17.0,2026-05-06
2025,12,MENTOS,MENTOS PURE FRESH MORANGO GARRAFA 56G,9.0,2026-04-27
2025,12,MERCEARIA ALIMENTICIA,ESPETO CHURRASCO CORDEIRO 40UN,6.0,2024-11-22
2025,12,MERCEARIA ALIMENTICIA,SUPLEM ALIM CHILLI BEANS RELAX MACA VERDE 310ML,1.0,2026-05-09
2025,12,MERCEARIA ALIMENTICIA,SUPLEMENTO ALIMENTAR CHILLI RELAX ACAI BERRY 310ML,3.0,2026-05-07
2025,12,MERCEARIA ALIMENTICIA,SUPLEMENTO ALIMENTAR CHILLI RELAX COCO E ACAI 310ML,11.0,2026-04-06
2025,12,MERCEARIA MAT. LIMPEZA,TOALHA DE PAPEL PICCOLA DONNA C/2,8.0,2026-04-11
2025,12,PADARIA,COOKIES PIRAQUE CHOCOLATE 80G,4.0,2026-03-30
2025,12,PADARIA,COOKIES PIRAQUE ORIGINAL 80G,3.0,2026-04-02
2025,12,PALHETA,"PALHETA TIGER 13""",4.0,2025-06-09
2025,12,PALHETA,"PALHETA TIGER 20""",13.0,2026-05-10
2025,12,PALHETA,"PALHETA TIGER 26""",5.0,2026-03-18
2025,12,PALHETA,PALHETA TIGER DIANTEIRA 16',8.0,2026-05-10
2025,12,PEGBOARD,CORTADOR DE UNHA TRIM NAIL CARE,4.0,2026-04-23
2025,12,PEGBOARD,SEM PARAR PAGUE 30 E GANHE 100,18.0,2025-11-27
2025,12,PEGBOARD,STICKER XM-915 - ETIQUETA SEM PARAR,0.0,
2025,12,PHILIP MORRIS,MARLBORO BLOSSOM FUSION BOX,0.0,2025-07-25
2025,12,PHILIP MORRIS,MARLBORO BLUE SELECTION BOX,4.0,2026-05-10
2025,12,PHILIP MORRIS,MARLBORO GOLD SELECTION MACO,-27.0,2026-05-10
2025,12,PHILIP MORRIS,MARLBORO RED SELECTION MACO,-21.0,2026-05-10
2025,12,PILHAS,PILHA RAYOVAC AA PEQUENA TUBO UN,0.0,2025-11-01
2025,12,PIPOCA,PIPOCA DOCE CARAMELIZADA CLAC 50G,0.0,2026-05-06
2025,12,REFRIGERANTE,COCA COLA 200ML,11.0,2026-05-08
2025,12,REFRIGERANTE,FANTA MARACUJA LATA 350ML,3.0,2026-05-07
2025,12,REFRIGERANTE,REFRIGERANTE FYS GUARANA 350ML,0.0,2026-02-16
2025,12,REFRIGERANTE,REFRIGERANTE SUKITA LARANJA 200ML,20.0,2026-05-08
2025,12,REFRIGERANTE,"SCHWEPPS CITRUS 1,5LT",0.0,2026-04-09
2025,12,REFRIGERANTE,SCHWEPPS CITRUS 1.5LTS,8.0,2026-05-07
2025,12,REFRIGERANTE,SPRITE MINI PET 200ML,0.0,2026-04-24
2025,12,SALGADO ASSADO/FRITO,CHEETOS LUA PARMESAO 80G,1.0,2026-05-07
2025,12,SALGADO ASSADO/FRITO,CHEETOS MIX DE QUEIJOS 70G,1.0,2026-05-04
2025,12,SALGADO ASSADO/FRITO,FANDANGOS PRESUNTO 85G,0.0,2026-05-10
2025,12,SNACK DIVERSOS,BATATA FRITA LISA KELECK BARBECUE 90G,0.0,2026-04-18
2025,12,SNACK DIVERSOS,BATATA FRITA LISA KELECK CEBOLA E SALSA 90G,5.0,2026-05-08
2025,12,SNACK DIVERSOS,BATATA FRITA LISA KELECK NATURAL 90G,3.0,2026-04-27
2025,12,SNACK DIVERSOS,BATATA FRITA LISA KELEEK CHURRASCO 90G,0.0,2026-05-02
2025,12,SNACK DIVERSOS,BATATA LAYS CLASSICO 62G,1.0,2026-05-10
2025,12,SNACK DIVERSOS,BATATA LAYS COPA PICANHA 62G,5.0,2026-05-09
2025,12,SNACK DIVERSOS,BATATA LAYS COPA QUEIJO CAMEMBERT 62G,5.0,2026-04-18
2025,12,SNACK DIVERSOS,BATATA LAYS SENSACOES FRANGO GRELHADO 35G,1.0,2026-05-08
2025,12,SNACK DIVERSOS,BATATA LAYS SOUR CREAM 62G,1.0,2026-05-10
2025,12,SNACK DIVERSOS,BATATA LAYS TACO MEXICANO 62G,1.0,2026-04-18
2025,12,SNACK DIVERSOS,CEBOLITOS 36G,-1.0,2026-05-09
2025,12,SNACK DIVERSOS,KELECK BATATA FRITA PEPERONI 90G,1.0,2026-05-05
2025,12,SNACK DIVERSOS,PINGO D OURO BACON 76G,0.0,2026-03-01
2025,12,SNACK DIVERSOS,PURURUCA MILHO PICANTE KELECK 90G,14.0,2026-05-06
2025,12,SNACK DIVERSOS,SALGADINHO CHEEZ IT PARMESSAO SNACK 65G,0.0,2026-02-07
2025,12,SNACK DIVERSOS,SALGADINHO CHEEZ IT SNAPD NACHO EXPLOSION 45G,0.0,2026-02-26
2025,12,SNACK DIVERSOS,SALGADINHO CHEEZ IT SNAPD QUEIJO 45G,0.0,2026-03-05
2025,12,SNACK DIVERSOS,SALGADINHO KELECK BACON 60G,2.0,2026-05-07
2025,12,SNACK DIVERSOS,SALGADINHO TOP SNACKS COSTELINHA COM LIMAO 51G,0.0,2026-04-24
2025,12,SNACK ELMA CHIPS,BATATA ELMA CHIPS SENSACOES PEITO PERU 35G,1.0,2026-05-08
2025,12,SNACK ELMA CHIPS,BATATA RUFFLES CEBOLA E SALSA 32G,0.0,2026-04-14
2025,12,SNACK ELMA CHIPS,BATATA RUFFLES CHURRASCO 32G,4.0,2026-05-10
2025,12,SNACK ELMA CHIPS,BATATA RUFFLES SOUR CREAM E CEBOLA 100G,0.0,2026-04-16
2025,12,SNACK ELMA CHIPS,CEBOLITOS 45G,0.0,2024-10-07
2025,12,SNACK ELMA CHIPS,CEBOLITOS 91G,3.0,2026-05-06
2025,12,SNACK ELMA CHIPS,CHEETOS ASSADO BOLA QUEIJO SUICO 34G,3.0,2026-05-07
2025,12,SNACK ELMA CHIPS,CHEETOS CRUNCHY PIMENTA MEXICANA 47G,0.0,2026-01-16
2025,12,SNACK ELMA CHIPS,CHEETOS LUA PARMESAO 34G,4.0,2026-05-09
2025,12,SNACK ELMA CHIPS,CHEETOS MIX DE QUEIJOS 34G,1.0,2026-05-08
2025,12,SNACK ELMA CHIPS,CHEETOS ONDA REQUEIJAO 39G,12.0,2026-04-27
2025,12,SNACK ELMA CHIPS,CHEETOS ONDA REQUEIJÃO 90G,4.0,2026-04-13
2025,12,SNACK ELMA CHIPS,DORITOS KETCHUP 37G,0.0,2026-02-25
2025,12,SNACK ELMA CHIPS,DORITOS QUEIJO NACHO 75G,9.0,2026-05-10
2025,12,SNACK ELMA CHIPS,FANDANGOS PRESUNTO 37G,0.0,2026-05-08
2025,12,SNACK ELMA CHIPS,FANDANGOS QUEIJO 37G,0.0,2026-03-08
2025,12,SNACK ELMA CHIPS,FANDANGOS QUEIJO 37G,3.0,2026-05-04
2025,12,SNACK ELMA CHIPS,FANDANGOS QUEIJO 85G,1.0,2026-04-24
2025,12,SNACK ELMA CHIPS,RUFFLES SAL 32G,1.0,2026-05-10
2025,12,SNACK TORCIDA,SALGADINHO PÃO DE ALHO TORCIDA CHURRAS 60G,0.0,2025-11-20
2025,12,SNACK TORCIDA,SALGADINHO TORCIDA CHURRASCO 60G,0.0,2026-03-15
2025,12,SNACK TORCIDA,TORCIDA CHURRAS VINAGRETE 60G,0.0,2025-11-15
2025,12,SORVETE JUNDIÁ,PICOLE JUNDIA MAX PISTACHE 75G,12.0,2026-05-04
2025,12,SORVETE JUNDIÁ,SORVETE JUNDIA BOMBOM ACAI COM LEITINHO 105G,6.0,2026-04-09
2025,12,SORVETE JUNDIÁ,SORVETE JUNDIA FUZZY ACAI C/ LEITINHO 75G,8.0,2026-04-12
2025,12,SORVETE JUNDIÁ,SORVETE JUNDIA MAX CHOCO MEIO AMARGO 75G,0.0,2025-09-28
2025,12,SORVETE JUNDIÁ,SORVETE JUNDIA SABOR MAX TRUFADINHO 70G,0.0,2026-01-13
2025,12,SORVETE JUNDIÁ,SORVETE JUNDIÁ ACAI C/GUARANA 60G,0.0,2025-10-25
2025,12,SORVETE JUNDIÁ,SORVETE JUNDIÁ CHOCOLATE 2LTS,0.0,2025-09-21
2025,12,SORVETE JUNDIÁ,"SORVETE JUNDIÁ FASCINO PIPOCA 1,5L",2.0,2026-01-15
2025,12,SORVETE JUNDIÁ,SORVETE JUNDIÁ FLOCOS 2LTS,0.0,2026-05-10
2025,12,SORVETE JUNDIÁ,SORVETE JUNDIÁ PICOLE TRES CHOCOLATES,14.0,2026-04-30
2025,12,SORVETE KIBON,KIBON CORNETTO BRIGADEIRO 65G,0.0,2025-10-17
2025,12,SORVETE KIBON,KIBON CORNETTO CHOCOMIX 65G,13.0,2026-05-09
2025,12,SORVETE KIBON,"KIBON CREMOSISSIMO CHOCOLATE 1,5L",0.0,2026-01-11
2025,12,SORVETE KIBON,KIBON CREMOSISSIMO NAPOLITANO,2.0,2026-03-15
2025,12,SORVETE KIBON,KIBON FRUTILLY CHICLETE PINTA LINGUA 40G,31.0,2026-05-04
2025,12,SORVETE KIBON,KIBON MAGNUM BOMBOM COOKIES E CREAM 85G,4.0,2026-05-10
2025,12,SORVETE KIBON,KIBON MESCLADIN COCO E CHOCOLATE 63G,0.0,2025-04-13
2025,12,SORVETE KIBON,KIBON SORVETE MINI CHICABOM 92G,1.0,2026-05-10
2025,12,SORVETE PERFETTO,SORVETE COOL KISS PISTACHIO 500ML,2.0,2026-03-01
2025,12,SOUZA CRUZ,CIGARRO LUCKY STRIKE AN AMERICAN ORIGINAL,0.0,2025-05-20
2025,12,SOUZA CRUZ,DUNHILL BLUE BLEND BOX,0.0,2025-11-10
2025,12,SOUZA CRUZ,DUNHILL BLUE ON BOX,0.0,2025-10-19
2025,12,SOUZA CRUZ,DUNHILL CARLTON RED BLEND BOX,0.0,2025-10-12
2025,12,SOUZA CRUZ,DUNHILL RED ON BOX,0.0,2025-10-09
2025,12,SOUZA CRUZ,KENT RED SERIES BRA WILLIS,0.0,2025-10-24
2025,12,SOUZA CRUZ,LUCKY STRIKE BLUE AMERICAN ORIGINAL BOX,10.0,2025-03-18
2025,12,SOUZA CRUZ,LUCKY STRIKE BLUE MAÇO,0.0,2024-11-02
2025,12,SOUZA CRUZ,LUCKY STRIKE DOUBLE FRESH,0.0,2021-07-31
2025,12,SOUZA CRUZ,LUCKY STRIKE FRESH DOUBLE ICE 20UN,0.0,2025-07-21
2025,12,SOUZA CRUZ,LUCKY STRIKE FRESH DOUBLE ICE X,0.0,2025-10-26
2025,12,SOUZA CRUZ,LUCKY STRIKE ORIGINAL BLEND,0.0,2024-10-25
2025,12,SOUZA CRUZ,LUCKY STRIKE ORIGINAL BLEND MAÇO,0.0,2024-11-28
2025,12,SOUZA CRUZ,LUCKY STRIKE RA PATTERSON BLUE,0.0,2026-01-15
2025,12,SOUZA CRUZ,ROTHMANS BLUE BOX OF LONDON,0.0,2025-11-07
2025,12,SOUZA CRUZ,ROTHMANS BLUE BOX OF LONDON GLOBAL,0.0,2024-11-21
2025,12,SOUZA CRUZ,ROTHMANS RED BOX OF LONDON GLOBAL,0.0,2025-02-11
2025,12,SOUZA CRUZ,ROTHMANS RED SERIES BOX,0.0,2024-11-20
2025,12,SOUZA CRUZ,ROTHMANS SILVER MACO,0.0,2026-04-05
2025,12,SUCO,BEBIDA LACTEA YOPRO BANANA 250ML,0.0,2026-04-27
2025,12,SUCO,BEBIDA LACTEA YOPRO DOCE DE LEITE HAVANNA ZERO 250ML,1.0,2026-05-06
2025,12,SUCO,DEL VALLE FRUT LARANJA 250ML,0.0,2024-09-05
2025,12,SUCO,DEL VALLE UVA 1LT,0.0,2026-04-04
2025,12,SUCO,KAPO LARANJA 200ML,0.0,2025-11-29
2025,12,SUCO,SUCO NATURAL ONE LARANJA 300ML,0.0,2026-05-09
2025,12,SUCO,SUCO NATURAL ONE UVA E MAÇA 300ML,2.0,2026-05-09
2025,12,UTILIDADES DOMESTICAS,BARALHO COPAG DUNGA,0.0,
2025,12,UTILIDADES DOMESTICAS,PARANA FOSFORO ECOLOGICO SEM ENXOFRE 200UN,0.0,2026-04-03
2025,12,UTILIDADES DOMESTICAS,SACOLA KRAFT TAMANHO M COM CARINHO P/VC UN,20.0,2026-01-13
2025,12,VINHO,VINHO TINTO SUAVE PERGOLA 1LT,2.0,2026-05-09
2025,12,VODKA,VODKA ORLOFF 1LT,1.0,2026-03-26
2025,12,WHISK,WHISKY JOHNNIE WALKER RED LABEL 1LT,1.0,2022-12-09
2025,12,WHISK,WHISKY RED LABEL 750ML,0.0,2026-03-17
2025,12,WHISK,WHISKY WHITE HORSE 1LT,1.0,2025-10-19
2025,2,ACESSORIOS CELULAR,CABO MICRO USB SJX-08-V8 SHINKA,5.0,2026-03-22
2025,2,ACESSORIOS CELULAR,CABO TYPE C MAMMOTH,2.0,2026-05-10
2025,2,ACESSORIOS CELULAR,CABO TYPE C SJX-08-TPC SHINKA,0.0,2024-07-23
2025,2,ACESSORIOS CELULAR,CARREGADOR INTELIGENTE KA-5003 KAPBOM,4.0,2025-05-04
2025,2,ACESSORIOS CELULAR,ELECTRONIC MUSIC HEADSET SH-FO-669 SHINKA,5.0,2026-03-03
2025,2,ACESSORIOS CELULAR,SUPORTE VEICULAR UNIVERSAL TOMATE MTG-006,4.0,2026-02-07
2025,2,ACHOCOLATADO,"ACHOCOLATADO NESCAU EM PÓ 1,3KG",-102.0,
2025,2,ACHOCOLATADO,"ACHOCOLATADO NESTLE DOIS FRADES 1,3KG",2500.0,2025-10-11
2025,2,ACHOCOLATADO,"NESTLE ALPINO CHOCOLATE AO LEITE 1,3KG",4780.0,
2025,2,ADITIVOS STP,STP COMPLETE FUEL SYSTEM CLEANER 450ML,6.0,
2025,2,ADITIVOS STP,STP DIESEL FUEL INJECTOR CLEANER 450ML,6.0,2025-01-29
2025,2,ADITIVOS STP,STP INTAKE VALVE CLEANER 200ML,0.0,2026-03-25
2025,2,ADITIVOS STP,STP INTAKE VALVE CLEANER LIMPEZA RAPIDA 200ML,14.0,2026-04-21
2025,2,ADITIVOS STP,STP LIMPEZA COMPLETA PARA SISTEMA DE INJEÇÃO 375ML,11.0,2025-07-09
2025,2,AGUA,AGUA TONICA FYS 350ML,0.0,2025-11-05
2025,2,AGUA,AGUA TONICA PETRA 350ML,0.0,2024-04-14
2025,2,AGUA SABORIZADA,H2O LIMONETO ZERO AÇUCAR LATA 350ML,0.0,2026-05-05
2025,2,AGUARDENTES,51 ICE FRUIT MIX MORAN E LARANJ LONG NECK 275ML,22.0,2026-04-26
2025,2,AGUARDENTES,BEBIDA ALCOOLICA ICE LEEV MORANGO 275ML,2.0,2026-04-12
2025,2,AGUARDENTES,CACHAÇA CABARE ICE 275,9.0,2025-09-13
2025,2,AMENDOIN/NOZES,AMENDOIM CROKISSIMO SALGADO 90GR,6.0,2026-04-08
2025,2,AMENDOIN/NOZES,AMENDOIM ELMA CHIPS OVINHO 145G,0.0,2026-04-08
2025,2,AMENDOIN/NOZES,AMENDOIM PARI S/ PELE 120G,2.0,2026-05-06
2025,2,AMENDOIN/NOZES,CASTANHA DE CAJU TORRADA E SALGADA AMIGOS DO BEM CASTANHA DO BEM PACOTE 30G,3.0,2026-04-25
2025,2,ARRUELA,PARAFUSO CARTER,9.0,2025-12-05
2025,2,BALA,GOMETS FRUTAS 32GR,48.0,2026-05-08
2025,2,BALA FINI,BALA FINI REGALIZ TUBES ACIDO SORTIDO CEREJA ABACAXI MAÇA VERDE 17G,9.0,2026-05-08
2025,2,BALA FINI,BALA FINI REGALIZ TUBES MORANGO 80G,2.0,2026-05-10
2025,2,BALA FINI,BALA FINI TUBES MORANGO 17G,0.0,2026-01-26
2025,2,BALA FINI,FINI TUBES TWISTER CITRUS 15G,15.0,2026-04-14
2025,2,BATERIA,BATERIA STARLUX ENERGY LITHIUM CR2032 230MAH 3V,53.0,2026-05-02
2025,2,BEBIDA LÁCTEA,BEBIDA LACTEA NESCAFÉ LATTE 270ML,2.0,2026-03-28
2025,2,BISCOITO,ADRIA BISCOITO MOUSSE CHOCOLATE MEIO AMARGO 130G,0.0,2026-05-01
2025,2,BISCOITO,ADRIA BISCOITO MOUSSE DE CHOCOLATE 130G,0.0,2026-05-08
2025,2,BISCOITO,ADRIA BISCOITO RECHEAD TORTINHA DUE 140G,2.0,2026-04-30
2025,2,BISCOITO,ADRIA MOUSSE MORANGO COM CHOCOLATE 130G,0.0,2026-05-01
2025,2,BISCOITO,ADRIA TORTINHA DUE CHOCOLATE BRANCO E GELEIA DE FRUTAS VERMELHAS 140G,4.0,2026-04-22
2025,2,BISCOITO,ARCOR PASSION CHOCOLATE 80G,1.0,2026-05-07
2025,2,BISCOITO,ARCOR PASSION LIMÃO 80G,1.0,2026-03-30
2025,2,BISCOITO,BAUDUCCO COOKIE ORIGINAL 60GR,4.0,2026-05-06
2025,2,BISCOITO,BISCOITO BON O BON CHOCOLATE 76G,0.0,2026-05-10
2025,2,BISCOITO,BISCOITO BONOBON CHOCO BISCUIT BEIJINHO 76G,1.0,2026-04-22
2025,2,BISCOITO,BISCOITO ITAMARATY WAFFER LOOK MORANG 55GR,0.0,2025-12-07
2025,2,BISCOITO,BISCOITO NESTLE CHOCO BISCUIT AO LEITE 78G,-4.0,2026-05-10
2025,2,BISCOITO,BISCOITO RECHEADO BONO COCO 90G,0.0,2026-02-10
2025,2,BISCOITO,BISCOITO WAFER CHOCOLATE TRIUNFO 105G,5.0,2026-04-21
2025,2,BISCOITO,BISCOITO WAFER LIMAO TRIUNFO 105G,2.0,2026-04-17
2025,2,BISCOITO,BISCOITO WAFER MORANGO TRIUNFO 105G,6.0,2026-04-12
2025,2,BISCOITO,CASSINI POLVILHO 100G,3.0,2026-05-08
2025,2,BISCOITO,CASSINI POLVILHO QUEIJO 100G,2.0,2026-05-06
2025,2,BISCOITO,CLUB SOCIAL CEBOLA COM SOUR CREAM 141G,24.0,2026-05-03
2025,2,BISCOITO,CLUB SOCIAL SNACK CEBOLA E SALSA 68G,0.0,2026-04-03
2025,2,BISCOITO,CLUB SOCIAL SNACK QUEIJO 68G,1.0,2026-05-09
2025,2,BISCOITO,COOKIES GALAK 60G,4.0,2026-04-29
2025,2,BISCOITO,LACTA COOKIE AO LEITE 80GR,0.0,2026-04-17
2025,2,BISCOITO,LACTA COOKIE LAKA 80GR,1.0,2026-05-10
2025,2,BISCOITO,NESTLE BONO RECH. MORANGO 90G,5.0,2026-05-08
2025,2,BISCOITO,NESTLE COOKIE CHARGE 60G,5.0,2026-03-26
2025,2,BISCOITO,NESTLE NESFIT CACAU E AVELA 140G,1.0,2026-05-08
2025,2,BISCOITO,NESTLE NESFIT MORANGO E CEREAIS 160G,3.0,2026-03-21
2025,2,BISCOITO,NESTLE PASSATEMPO RECHEIO DE CHOCO MORANGO 130GR,0.0,2026-03-27
2025,2,BISCOITO,PIRAQUE BISCOITO PRESUNTINHO 100GR,0.0,2026-04-27
2025,2,BISCOITO,PIRAQUE ROLADINHO GOIABINHA 75GR,0.0,2026-04-26
2025,2,BISCOITO,TRAKINAS RECH. CHOCOLATE 126G,1.0,2026-04-26
2025,2,BISCOITO,WAFER RECHEADO OURO BRANCO 25G,0.0,2024-11-03
2025,2,BISCOITO,WAFER RECHEADO SONHO DE VALSA 25G,0.0,2024-08-03
2025,2,BOLO,BAUDUCCO BOLINHO DUPLO CHOCOLATE 40GR,12.0,2026-05-10
2025,2,BOLO,BAUDUCCO ROLL CHOCOLATE 34GR,23.0,2026-04-30
2025,2,CAFÉ,"CAFE NESCAFE CAPPUCCINO CLASSIC CANELA 1,3KG",1652.0,2020-06-22
2025,2,CAFÉ,"NESCAFÉ ALEGRIA CAPUCCINO 1,3KG",2067.0,2023-09-06
2025,2,CAFÉ,NESCAFÉ ALEGRIA EXPRESSO 500GR,884.4,2026-05-09
2025,2,CAFÉ,"NESCAFÉ CAPPUCCINO LATTE 1,3KG",0.0,
2025,2,CARVÃO,CARVÃO 4KG,0.0,2026-05-10
2025,2,CEREAIS,BARRA CEREAL NUTRY BANANA ZERO 23G,0.0,2025-11-07
2025,2,CEREAIS,BARRA CEREAL NUTRY FR.VERM. COOKIES 22GR,16.0,2026-05-09
2025,2,CEREAIS,BARRA PROTEICA BOLD COOKIES E CREAM 40G,-2.0,2026-05-10
2025,2,CEREAIS,BARRA PROTEICA BOLD TUBE PISTACHE 40G,4.0,2026-04-28
2025,2,CEREAIS,CHOCO WHEYFER PISTACHE 25G,19.0,2026-05-03
2025,2,CERVEJA AMBEV,HEINEKEN PURO MALTE RETORNAVEL 330ML,0.0,2025-12-21
2025,2,CERVEJA AMBEV,SKOL BEATS MISTA GREEN MIX 269ML,4.0,2026-05-09
2025,2,CERVEJA AMBEV,SKOL BEATS RED MIX SABOR FRUTAS VERMELHAS 269ML,0.0,2026-02-06
2025,2,CERVEJA AMBEV,SKOL BEATS SENSES LONG NECK 269ML,12.0,2026-01-09
2025,2,CERVEJA AMBEV,SKOL LATA 473ML,44.0,2026-05-09
2025,2,CERVEJA ESPECIAIS,CERVEJA BADEN PEACH SLEEK 350ML,5.0,2026-03-31
2025,2,CERVEJA ESPECIAIS,CERVEJA HEINEKEN SLEEKDES LATA ZERO 350ML,32.0,2026-05-09
2025,2,CERVEJA ESPECIAIS,CERVEJA IMPERIO PILSEN HELLES 330ML,12.0,2026-04-25
2025,2,CERVEJA ESPECIAIS,CERVEJA IMPERIO PILSEN LATA 473ML,27.0,2026-05-09
2025,2,CERVEJA ESPECIAIS,CERVEJA IMPERIO PURO MALTE ZERO ALCOOL 330ML,7.0,2026-05-06
2025,2,CERVEJA ESPECIAIS,CERVEJA PRAYA LAGER PURO MALTE 330ML,17.0,2026-05-03
2025,2,CERVEJA ESPECIAIS,CERVEJA SKOL LATA ZERO 350ML,12.0,
2025,2,CERVEJA FEMSA,AMSTEL LATA 350ML,0.0,2023-12-20
2025,2,CERVEJA FEMSA,AMSTEL LONG NECK 355ML,18.0,2026-05-02
2025,2,CERVEJA ITAIPAVA,ITAIPAVA GO DRAFT LONG 330ML,12.0,2023-11-04
2025,2,CHICLETE,"TRIDENT GAMERS ACID BERRY 48,3G",0.0,2026-03-14
2025,2,CHICLETE,"TRIDENT GAMERS CITRUS MAX SEM ACUCAR 48,3G",0.0,2026-04-10
2025,2,CHICLETE,TRIDENT XSENSES MORANGO LIME 54G,0.0,2025-12-17
2025,2,CHOCOLATE ARCOR,SNICKERS BRANCO 42G,0.0,2026-03-24
2025,2,CHOCOLATE DIVERSOS,BOMBOM ARCOR BLOCK 38G,2.0,2026-05-10
2025,2,CHOCOLATE DIVERSOS,CHOCOLATE BIS LACTA,-4.0,2026-05-09
